Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,External URL,Button text,Meta: _affiliate_network,Meta: _merchant_brand
"external","cj-29ea2f36360ee864b0f9","MX vs. ATV Supercross Encore","1","1","visible","Rip, jump and scrub your way to victory with over 35 tracks in this vastly extended version!","Rip, jump and scrub your way to victory with over 35 tracks in this vastly extended version!","none","1","","29.99","2.21","Accessories","cj,accessories,thqnordic","https://www.yuplay.com/media/products/mx-vs-atv-supercross-encore/616/b4c97ab640c62c6e10582706cf5f855b943dd08f.jpg","https://www.yuplay.com/product/mx-vs-atv-supercross-encore/?partner=cj","Ver Oferta","CJ","THQ Nordic"
"external","cj-0c143d5a4af5bf85f209","Skull Island: Rise of Kong","1","1","visible","Embark on a 3rd person action-adventure quest to avenge the death of your parents at the hands of the ultimate alpha predator: Gaw.","Embark on a 3rd person action-adventure quest to avenge the death of your parents at the hands of the ultimate alpha predator: Gaw.","none","1","","39.99","2.95","Sports","cj,sports,gamemillentertainment","https://www.yuplay.com/media/products/skull-island-rise-of-kong/616/606016034fb3174d820288fbbbfc120542891bbc.jpg","https://www.yuplay.com/product/skull-island-rise-of-kong/?partner=cj","Ver Oferta","CJ","GameMill Entertainment"
"external","cj-0fc01270f35b84e49d00","Torn","1","1","visible","Torn is a dark science-fiction mystery. Explore the abandoned mansion of Dr. Lawrence Talbot, an eccentric scientist missing for 64 years. Use the Gravity To...","Torn is a dark science-fiction mystery. Explore the abandoned mansion of Dr. Lawrence Talbot, an eccentric scientist missing for 64 years. Use the Gravity To...","none","1","","27.99","2.07","Accessories","cj,accessories,aspyrmediainc","https://www.yuplay.com/media/products/torn/616/7d58fea33be982b620e4dcc7f384fecc9fd5a9e4.jpg","https://www.yuplay.com/product/torn/?partner=cj","Ver Oferta","CJ","Aspyr Media, Inc"
"external","cj-1055b929b7e90f0d46f7","Deadfall Adventures Digital Deluxe Edition","1","1","visible","Deadfall Adventures is an action-driven first-person shooter, spiced up with elements from action-adventure games.","Deadfall Adventures is an action-driven first-person shooter, spiced up with elements from action-adventure games.","none","1","","24.99","1.85","Books","cj,books,thqnordic","https://www.yuplay.com/media/products/deadfall-adventures-digital-deluxe-edition/616/d93bfca19006554a07f13243a62c978392c88d6f.jpg","https://www.yuplay.com/product/deadfall-adventures-digital-deluxe-edition/?partner=cj","Ver Oferta","CJ","THQ Nordic"
"external","cj-26a327d21aa2e4f50c84","Day of Infamy","1","1","visible","Day of Infamy takes you to the battleground of Southern and Western Europe during World War II. There are 10 maps, ranging from war-torn cities to farm villa...","Day of Infamy takes you to the battleground of Southern and Western Europe during World War II. There are 10 maps, ranging from war-torn cities to farm villa...","none","1","","19.99","1.48","Accessories","cj,accessories,newworldinteractivellc","https://www.yuplay.com/media/products/day-of-infamy/616/a54389630b6240ef355b6dd58f739eb25d77ceb5.jpg","https://www.yuplay.com/product/day-of-infamy/?partner=cj","Ver Oferta","CJ","New World Interactive LLC"
"external","cj-160108cad86a14f90e49","Super Trucks Offroad","1","1","visible","SuperTrucks Offroad is a top-down racer inspired by the arcade/NES classic 'Ironman Super Offroad', bringing you offroad arcade racing action that is easy to...","SuperTrucks Offroad is a top-down racer inspired by the arcade/NES classic 'Ironman Super Offroad', bringing you offroad arcade racing action that is easy to...","none","1","","9.99","0.74","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/supertrucks-offroad/616/50abf481a2bde9cf2af0ade9c0d19f1b7d42850a.jpg","https://www.yuplay.com/product/supertrucks-offroad/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-3c7f5b7ab2a1ce39de34","MAGLAM LORD","1","1","visible","MAGLAM LORD is a vibrant action JRPG straight from the depths of hell!Boasting exploration, real-time combat, weapon crafting and relationship building.MAGLA...","MAGLAM LORD is a vibrant action JRPG straight from the depths of hell!Boasting exploration, real-time combat, weapon crafting and relationship building.MAGLA...","none","1","","33.99","2.53","Accessories","cj,accessories,d3publisher","https://www.yuplay.com/media/products/maglam-lord/616/51f2ec3bef6664c048198fefbc8e673bf37de5d3.jpg","https://www.yuplay.com/product/maglam-lord/?partner=cj","Ver Oferta","CJ","D3PUBLISHER"
"external","cj-3cd063298cde1920dc22","Beholder - Blissful Sleep","1","1","visible","The Ministry of Introductions is honored to introduce Hector, the ex-landlord succeeded by Carl Shteyn. You may remember him being beaten and then dragged aw...","The Ministry of Introductions is honored to introduce Hector, the ex-landlord succeeded by Carl Shteyn. You may remember him being beaten and then dragged aw...","none","1","","5.89","0.44","Accessories","cj,accessories,alawarentertainment","https://www.yuplay.com/media/products/beholder-blissful-sleep/616/749bd76db7b0d6fe2929b2df3d197f56424fafcd.jpg","https://www.yuplay.com/product/beholder-blissful-sleep/?partner=cj","Ver Oferta","CJ","Alawar Entertainment"
"external","cj-1407ef5266e53ef4eaf8","Dreamscape","1","1","visible","Addictive RPG with bits of strategy to enhance the gameplay, Dreamscape can be played in 4 different modes and features different rewards for completing them.","Addictive RPG with bits of strategy to enhance the gameplay, Dreamscape can be played in 4 different modes and features different rewards for completing them.","none","1","","9.75","0.73","Accessories","cj,accessories,komodo","https://www.yuplay.com/media/products/dreamscape/616/75a03a78c57709acb7894655e484c6b1dde63728.jpg","https://www.yuplay.com/product/dreamscape/?partner=cj","Ver Oferta","CJ","Komodo"
"external","cj-2c4576b10a738e1a32e6","Jagged Alliance: Rage!","1","1","visible","Jagged Alliance is back - With a new take on turn-based tactics, adventure elements and the well-known quirky mercenaries!","Jagged Alliance is back - With a new take on turn-based tactics, adventure elements and the well-known quirky mercenaries!","none","1","","19.99","1.50","Accessories","cj,accessories,handygames","https://www.yuplay.com/media/products/jagged-alliance-rage/616/27054f304a06bec2ed735b3881231a87e88b26f5.jpg","https://www.yuplay.com/product/jagged-alliance-rage/?partner=cj","Ver Oferta","CJ","HandyGames"
"external","cj-2d730126bc27918a05c2","ONE PIECE WORLD SEEKER","1","1","visible","Leave your compass behind and join Luffy as he embarks on a brand new action-packed adventure where you can experience the powers of the legendary Gum-Gum fr...","Leave your compass behind and join Luffy as he embarks on a brand new action-packed adventure where you can experience the powers of the legendary Gum-Gum fr...","none","1","","49.99","3.76","Accessories","cj,accessories,bandainamcoentertainmentinc","https://www.yuplay.com/media/products/one-piece-world-seeker/616/7e3c4c3665349803bb53b3aa19b3c88dfa209dda.jpg","https://www.yuplay.com/product/one-piece-world-seeker/?partner=cj","Ver Oferta","CJ","Bandai Namco Entertainment Inc"
"external","cj-1971431f27652e6d0ec0","The Assembly","1","1","visible","A first-person interactive story for mature audiences, The Assembly is a long-form game designed from the ground up for VR.","A first-person interactive story for mature audiences, The Assembly is a long-form game designed from the ground up for VR.","none","1","","24.99","1.88","Sports","cj,sports,ndreams","https://www.yuplay.com/media/products/the-assembly/616/e622b1cdbe5678d4376ff1a672a4a77ab2d40299.jpg","https://www.yuplay.com/product/the-assembly/?partner=cj","Ver Oferta","CJ","nDreams"
"external","cj-149d5f7d26b33d07a8a0","Trails Of Gold Privateers","1","1","visible","Trials Of Gold Privateers is a VR game set in the theme of Corsairs.Embark in an adventure to retrieve 30 Gold skulls in fast paced action races & treasures ...","Trials Of Gold Privateers is a VR game set in the theme of Corsairs.Embark in an adventure to retrieve 30 Gold skulls in fast paced action races & treasures ...","none","1","","16.99","1.29","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/trails-of-gold-privateers/616/86cae59901c251a897330530f8c7b58c253d4e0a.jpg","https://www.yuplay.com/product/trails-of-gold-privateers/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-208f03ae9fd0c1dddf28","Destiny 2: Beyond Light","1","1","visible","A new power is born out of the ancient Pyramid ship above Europa's frozen frontier, and a dark empire has risen beneath, united under the banner of the Falle...","A new power is born out of the ancient Pyramid ship above Europa's frozen frontier, and a dark empire has risen beneath, united under the banner of the Falle...","none","1","","19.99","1.52","Home","cj,home,bungie","https://www.yuplay.com/media/products/destiny-2-beyond-light/616/055293e8c1a3d2d5445cb1371f5a680a0f61e131.png","https://www.yuplay.com/product/destiny-2-beyond-light/?partner=cj","Ver Oferta","CJ","Bungie"
"external","cj-39077d805dfb8b43f665","Haimrik","1","1","visible","Make words come to life in this action adventure unlike any other! Haimrik blends gameplay with the narrative of its story set in medieval times. Combined wi...","Make words come to life in this action adventure unlike any other! Haimrik blends gameplay with the narrative of its story set in medieval times. Combined wi...","none","1","","9.99","0.76","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/haimrik/616/31b1b97a58710ddcb2273c077b95741f509a019a.jpg","https://www.yuplay.com/product/haimrik/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-01537442c72d01cda5e8","Millennium 2 Take Me Higher","1","1","visible","Follow Marine and friends as they try to find her mother, help her father and gather warriors. Millennium 2 is the sequel to the new epic saga of Aldorlea Ga...","Follow Marine and friends as they try to find her mother, help her father and gather warriors. Millennium 2 is the sequel to the new epic saga of Aldorlea Ga...","none","1","","5.99","0.46","Accessories","cj,accessories,aldorleagames","https://www.yuplay.com/media/products/millennium-2-take-me-higher/616/b23622628e7b91d916d72c0c7c279b5769f4c39f.jpg","https://www.yuplay.com/product/millennium-2-take-me-higher/?partner=cj","Ver Oferta","CJ","Aldorlea Games"
"external","cj-0582d8d5c93dc0eb2c43","Race.a.bit","1","1","visible","Experience the thrill of retro racing on crazy tracks in the very first social racer - completely in the style of 8 and 16-bit classics. Enjoy the reinterpre...","Experience the thrill of retro racing on crazy tracks in the very first social racer - completely in the style of 8 and 16-bit classics. Enjoy the reinterpre...","none","1","","9.99","0.77","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/raceabit/616/aacc1f21010073adbedb84b628d97b8a8b583c5a.jpg","https://www.yuplay.com/product/raceabit/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-171fc63cda941ccd1f32","Subject 13","1","1","visible","Subject 13 is the new adventure game developed by Paul Cuisset&#8212;the man behind ""Flashback"", ""Future Wars: Adventures in Time"" and ""Moto Racer""&#8212;in ...","Subject 13 is the new adventure game developed by Paul Cuisset&#8212;the man behind ""Flashback"", ""Future Wars: Adventures in Time"" and ""Moto Racer""&#8212;in ...","none","1","","9.99","0.77","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/subject-13/616/1a664fa80c5dc06788a4c4c527016c684567421d.jpg","https://www.yuplay.com/product/subject-13/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-1b5f5f7fb25ee29b9ea0","Onyx","1","1","visible","Play as Rowan, a secluded witch with a bad temper, in this intense adventure worth 30-40 hours of gameplay!","Play as Rowan, a secluded witch with a bad temper, in this intense adventure worth 30-40 hours of gameplay!","none","1","","6.99","0.54","Accessories","cj,accessories,valkyriagames","https://www.yuplay.com/media/products/onyx/616/8f35e48cf5982b781980af06b10e03dcb6901702.jpg","https://www.yuplay.com/product/onyx/?partner=cj","Ver Oferta","CJ","Valkyria Games"
"external","cj-14aa425a8176eef7d62b","Perimeter 2: New Earth","1","1","visible","Perimeter 2: New Earth is the long-awaited sequel of the critically acclaimed RTS Perimeter. Ideas of territorial gameplay and landscape modification, introd...","Perimeter 2: New Earth is the long-awaited sequel of the critically acclaimed RTS Perimeter. Ideas of territorial gameplay and landscape modification, introd...","none","1","","14.99","1.16","Accessories","cj,accessories,strategyfirst","https://www.yuplay.com/media/products/perimeter-2-new-earth/616/e553fe152c2ebabb54bc8e9f8284e93f7e6e4ea8.jpg","https://www.yuplay.com/product/perimeter-2-new-earth/?partner=cj","Ver Oferta","CJ","Strategy First"
"external","cj-2a8806bb697e2ff47ecd","XBlaze Code: Embryo","1","1","visible","Set 150 years before the events of BlazBlue: Calamity Trigger, XBlaze Code: Embryo is a visual novel that follows Touya Kagari, a high school student whose w...","Set 150 years before the events of BlazBlue: Calamity Trigger, XBlaze Code: Embryo is a visual novel that follows Touya Kagari, a high school student whose w...","none","1","","19.99","1.55","Books","cj,books,aksysgames","https://www.yuplay.com/media/products/xblaze-code-embryo/616/100aa8788534b556a5d5bd023670f712639bc2e2.jpg","https://www.yuplay.com/product/xblaze-code-embryo/?partner=cj","Ver Oferta","CJ","Aksys Games"
"external","cj-1749bede73280f610dce","Total War : Shogun 2 Collection","1","1","visible","MASTER THE ART OF WAR In the darkest age of Japan, endless war leaves a country divided. It is the middle of the 16th Century in Feudal Japan. The country, o...","MASTER THE ART OF WAR In the darkest age of Japan, endless war leaves a country divided. It is the middle of the 16th Century in Feudal Japan. The country, o...","none","1","","49.99","3.89","Home","cj,home,sega","https://www.yuplay.com/media/products/total-war-shogun-2-zolotoe-izdanie/616/2c402af38755de82ba70cbd0257c08a83b64b0b5.jpg","https://www.yuplay.com/product/total-war-shogun-2-zolotoe-izdanie/?partner=cj","Ver Oferta","CJ","SEGA"
"external","cj-271e4638ed17c07f9360","Mystery of Neuschwanstein","1","1","visible","In the exciting visual adventure Mystery of Neuschwanstein, you will find all of the ingredients needed for a thrilling mystery adventure: a world famous cas...","In the exciting visual adventure Mystery of Neuschwanstein, you will find all of the ingredients needed for a thrilling mystery adventure: a world famous cas...","none","1","","9.99","0.78","Accessories","cj,accessories,alawarentertainment","https://www.yuplay.com/media/products/mystery-of-neuschwanstein/616/e6ab78541f081af00f40cdc304ece3978df9c251.jpg","https://www.yuplay.com/product/mystery-of-neuschwanstein/?partner=cj","Ver Oferta","CJ","Alawar Entertainment"
"external","cj-33b771bcf29a8d550963","Evil Genius","1","1","visible","Everybody wants to rule the world! Achieve global power with EVIL GENIUS, the one and only complete world domination simulator. All the everyday tasks of the...","Everybody wants to rule the world! Achieve global power with EVIL GENIUS, the one and only complete world domination simulator. All the everyday tasks of the...","none","1","","9.99","0.78","Accessories","cj,accessories,rebellion","https://www.yuplay.com/media/products/evil-genius/616/fc025023fc8641effdaa5f52aaf5cc2a6ae8a7d2.jpg","https://www.yuplay.com/product/evil-genius/?partner=cj","Ver Oferta","CJ","Rebellion"
"external","cj-36dcc317baefc59528a1","Slice, Dice & Rice","1","1","visible","Slice Dice & Rice is an indie fighting game with no health bars. Inspired by Bushido Blade, it revolves around the idea of finding an opening in opponents de...","Slice Dice & Rice is an indie fighting game with no health bars. Inspired by Bushido Blade, it revolves around the idea of finding an opening in opponents de...","none","1","","9.99","0.78","Sports","cj,sports,ultimategamessa","https://www.yuplay.com/media/products/slice-dice-rice/616/d125b4d4a4f054c90f7b014978f739d2b28d2009.jpg","https://www.yuplay.com/product/slice-dice-rice/?partner=cj","Ver Oferta","CJ","Ultimate Games S.A"
"external","cj-034a4576e4d60f5a3299","Scarlet Hood and the Wicked Wood","1","1","visible","Scarlet Hood must lead a hapless Munchkin troupe through the Wicked Wood. Too bad the Black Witch, LeFaba, doesn't take too kindly to strangers gallivanting ...","Scarlet Hood must lead a hapless Munchkin troupe through the Wicked Wood. Too bad the Black Witch, LeFaba, doesn't take too kindly to strangers gallivanting ...","none","1","","14.99","1.18","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/scarlet-hood-and-the-wicked-wood/616/7a148468e4b77477be793a319104f96ded28a14f.jpg","https://www.yuplay.com/product/scarlet-hood-and-the-wicked-wood/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-107b8adf8c449099b835","Lost At Sea","1","1","visible","What are the most important moments in your life? Lost At Sea is a game about life and death, about coming to terms with your past and about family. Set on a...","What are the most important moments in your life? Lost At Sea is a game about life and death, about coming to terms with your past and about family. Set on a...","none","1","","14.99","1.18","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/lost-at-sea/616/d70edfee7b1cf9308c0ac3edb862e76148d67164.jpg","https://www.yuplay.com/product/lost-at-sea/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-13a52a1dbd7ef54211a6","Jotun Valhalla Edition","1","1","visible","Jotun is a hand-drawn action-exploration game set in Norse mythology. In Jotun, you play Thora, a Viking warrior who died an inglorious death and must prove ...","Jotun is a hand-drawn action-exploration game set in Norse mythology. In Jotun, you play Thora, a Viking warrior who died an inglorious death and must prove ...","none","1","","14.99","1.18","Books","cj,books,plugindigital","https://www.yuplay.com/media/products/jotun-valhalla-edition/616/4260471df04977692e04e2bc4e01c8e028bd2713.jpg","https://www.yuplay.com/product/jotun-valhalla-edition/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-27f48d5a12c56eaa0535","FlatOut: Ultimate Carnage","1","1","visible","FlatOut Ultimate Carnage lifts destruction racing to a whole new level of bone-breaking slaughter. FlatOut Ultimate Carnage is arcade destruction racing at i...","FlatOut Ultimate Carnage lifts destruction racing to a whole new level of bone-breaking slaughter. FlatOut Ultimate Carnage is arcade destruction racing at i...","none","1","","18.99","1.50","Sports","cj,sports,strategyfirst","https://www.yuplay.com/media/products/flatout-ultimate-carnage/616/fab83751c220d830a51771d1f9a7928161aba9b8.jpg","https://www.yuplay.com/product/flatout-ultimate-carnage/?partner=cj","Ver Oferta","CJ","Strategy First"
"external","cj-023b2fb29658397e5486","Life is Feudal: Your Own","1","1","visible","Hardcore and realistic; LiF is a Medieval multiplayer sandbox RPG, with free terraforming, a rich crafting system and preset and modular building constructio...","Hardcore and realistic; LiF is a Medieval multiplayer sandbox RPG, with free terraforming, a rich crafting system and preset and modular building constructio...","none","1","","19.99","1.58","Accessories","cj,accessories,bitboxltd","https://www.yuplay.com/media/products/life-is-feudal-your-own/616/5b4627a35a840c15ec501433fee5d861e5806322.jpg","https://www.yuplay.com/product/life-is-feudal-your-own/?partner=cj","Ver Oferta","CJ","Bitbox Ltd"
"external","cj-2e9e345d6b18ee934ec7","Broken Pieces","1","1","visible","Mainly created by a team of 5 people, Broken Pieces is the first game to come out of the French game development studio Elseware Experience.When Elise and he...","Mainly created by a team of 5 people, Broken Pieces is the first game to come out of the French game development studio Elseware Experience.When Elise and he...","none","1","","24.99","1.98","Accessories","cj,accessories,indieio","https://www.yuplay.com/media/products/broken-pieces/616/13317a7ee796b93bd2772a36f2e6adacc342c52e.jpg","https://www.yuplay.com/product/broken-pieces/?partner=cj","Ver Oferta","CJ","indie.io"
"external","cj-2d2a6addc3f5cfd2934c","Warhammer Age of Sigmar: Storm Ground","1","1","visible","The first strategy videogame adaptation of Age of Sigmar's dark-fantasy universe. Lead your highly-customisable force, and unlock new units, equipment and sk...","The first strategy videogame adaptation of Age of Sigmar's dark-fantasy universe. Lead your highly-customisable force, and unlock new units, equipment and sk...","none","1","","19.99","1.59","Accessories","cj,accessories,focusentertainment","https://www.yuplay.com/media/products/warhammer-age-of-sigmar-storm-ground/616/e872e1e535699d908a6991dca62444a806c12ed7.jpg","https://www.yuplay.com/product/warhammer-age-of-sigmar-storm-ground/?partner=cj","Ver Oferta","CJ","Focus Entertainment"
"external","cj-008556bfcce3dc891861","Destiny 2: Bungie 30th Anniversary Pack (Xbox One & Xbox Series X|S) Europe","1","1","visible","Important Notice: Please, make sure that your IP is LOCATED in EUROPE during the key activation. After a successful activation, the game will be available wi...","Important Notice: Please, make sure that your IP is LOCATED in EUROPE during the key activation. After a successful activation, the game will be available wi...","none","1","","24.99","1.99","Accessories","cj,accessories,bungie","https://www.yuplay.com/media/products/destiny-2-bungie-30th-anniversary-pack-xbox-one-xbox-series-xs-europe/616/5a920e15e4c377d679830eecdd2f7cb23f7f8393.jpg","https://www.yuplay.com/product/destiny-2-bungie-30th-anniversary-pack-xbox-one-xbox-series-xs-europe/?partner=cj","Ver Oferta","CJ","Bungie"
"external","cj-207f8ee423c4138c256a","A Year of Rain","1","1","visible","StoryThis world is a harsh and unforgiving place.Its people have to fight for every scrap. Tenacious tribes, nomadic clans or those huddled in the shadow of ...","StoryThis world is a harsh and unforgiving place.Its people have to fight for every scrap. Tenacious tribes, nomadic clans or those huddled in the shadow of ...","none","1","","14.99","1.20","Accessories","cj,accessories,daedalicentertainment","https://www.yuplay.com/media/products/a-year-of-rain/616/edaf37dc684c218a897bda541b1dbaeeb3784689.jpg","https://www.yuplay.com/product/a-year-of-rain/?partner=cj","Ver Oferta","CJ","Daedalic Entertainment"
"external","cj-3190a56f19e23755e5bb","FreakOut: Extreme Freeride","1","1","visible","The steepest slopes, thrilling stunts and dangerous action provide a most excellent skiing experience. At an altitude of 2000 metres, far away from civilizat...","The steepest slopes, thrilling stunts and dangerous action provide a most excellent skiing experience. At an altitude of 2000 metres, far away from civilizat...","none","1","","9.99","0.80","Accessories","cj,accessories,thqnordic","https://www.yuplay.com/media/products/freakout-extreme-freeride/616/72f5ef524a1da79ae76de49bb45f025a7b78cdbe.jpg","https://www.yuplay.com/product/freakout-extreme-freeride/?partner=cj","Ver Oferta","CJ","THQ Nordic"
"external","cj-191bde5dbe356e27770d","Who Must Die","1","1","visible","You are replacing a doctor, charged to find who, among the three patients, is the one that is contaminated. To do this, you can use a whole range of experime...","You are replacing a doctor, charged to find who, among the three patients, is the one that is contaminated. To do this, you can use a whole range of experime...","none","1","","6.99","0.56","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/who-must-die/616/5956c36d36d5dcfa64f69d5c4380b4c5f2d1b593.jpg","https://www.yuplay.com/product/who-must-die/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-371a806b0850d94d1d97","A Blind Legend","1","1","visible","This serious game is fully accessible to visually impaired people, and is aimed at anyone who's eager for an original, immersive sensory experience through a...","This serious game is fully accessible to visually impaired people, and is aimed at anyone who's eager for an original, immersive sensory experience through a...","none","1","","6.99","0.56","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/a-blind-legend/616/2dc4346c77390f2e3f98ae82bb92dcc1f14d6f99.jpg","https://www.yuplay.com/product/a-blind-legend/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-0292d27feae35ec5dc25","Galactineers","1","1","visible","Galactineers is a genre-mix of open world sandbox game and realtime strategy game. You can use blocks and items to build your world in space, and also constr...","Galactineers is a genre-mix of open world sandbox game and realtime strategy game. You can use blocks and items to build your world in space, and also constr...","none","1","","5.99","0.48","Accessories","cj,accessories,linsodeteh","https://www.yuplay.com/media/products/galactineers/616/43ec49184bbc1fb787cc8dd1c52aaa510456e7e5.jpg","https://www.yuplay.com/product/galactineers/?partner=cj","Ver Oferta","CJ","LInsoDeTeh"
"external","cj-1df1f8f6426782be7274","DungeonUp","1","1","visible","A challenging rogue-like puzzler inspired by the classic Tower of the Sorcerer. Play as a human knight who fights his way out of a deep dungeon by slaying mo...","A challenging rogue-like puzzler inspired by the classic Tower of the Sorcerer. Play as a human knight who fights his way out of a deep dungeon by slaying mo...","none","1","","3.99","0.32","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/dungeonup/616/e3081b8708bcf60cc87e3ab8f90074b3b82bb5b9.jpg","https://www.yuplay.com/product/dungeonup/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-23e4d9d28c8623ce9187","Z-End","1","1","visible","Z-End is a multiple choice narrative game. During the zombie apocalypse, you'll encounter the mysterious Faye while searching for new members.What secrets is...","Z-End is a multiple choice narrative game. During the zombie apocalypse, you'll encounter the mysterious Faye while searching for new members.What secrets is...","none","1","","3.99","0.32","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/z-end/616/6031341029f374d1a4a05fc18953977c6e8f83d5.jpg","https://www.yuplay.com/product/z-end/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-3ee67ddb24b4be0f4f8a","Crazy Chicken Xtreme","1","1","visible","Bang! Poom Poom! Blam! Boom!Hunt mischievous moorhuhns across a mystical campsite in the forest, shoot them down in the old walls of a knight's castle, or pu...","Bang! Poom Poom! Blam! Boom!Hunt mischievous moorhuhns across a mystical campsite in the forest, shoot them down in the old walls of a knight's castle, or pu...","none","1","","14.99","1.21","Electronics","cj,electronics,markttechnik","https://www.yuplay.com/media/products/crazy-chicken-xtreme/616/a48138f63729e69f0225276b5ef2468415d91b2d.jpg","https://www.yuplay.com/product/crazy-chicken-xtreme/?partner=cj","Ver Oferta","CJ","Markt+Technik"
"external","cj-3060b45a128ddb27913f","Belladonna","1","1","visible","Belladonna is a gothic adventure game, twisted and dark. Take the role of a corpse girl rising from the dead in an abandoned laboratory, and unravel the myst...","Belladonna is a gothic adventure game, twisted and dark. Take the role of a corpse girl rising from the dead in an abandoned laboratory, and unravel the myst...","none","1","","5.69","0.46","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/belladonna/616/23cf1efc3a95f13850eb183bcd6e28620459bd27.jpg","https://www.yuplay.com/product/belladonna/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-315f8d3e3e2dac27241c","Lost in Tropics","1","1","visible","Lost in Tropics: Immerse yourself in a survival adventure like no other, set against the backdrop of a richly detailed tropical island. ""Lost in Tropics"" tes...","Lost in Tropics: Immerse yourself in a survival adventure like no other, set against the backdrop of a richly detailed tropical island. ""Lost in Tropics"" tes...","none","1","","10.99","0.89","Accessories","cj,accessories,sigpublishing","https://www.yuplay.com/media/products/lost-in-tropics/616/9b0e82d6542c93573827f846bc7ffacdcd069bfd.jpg","https://www.yuplay.com/product/lost-in-tropics/?partner=cj","Ver Oferta","CJ","SIG Publishing"
"external","cj-39de0bb40b20a8b72bfd","WRC 7 FIA World Rally Championship","1","1","visible","Take on the FIA World Rally Championship's 13 rallies and 52 special stages, with their environments faithfully reproduced. Embody the best drivers in the Ch...","Take on the FIA World Rally Championship's 13 rallies and 52 special stages, with their environments faithfully reproduced. Embody the best drivers in the Ch...","none","1","","19.99","1.62","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/wrc-7/616/64e9d807721f30b1a3ebde9cb67d0bd6f3157e9d.jpg","https://www.yuplay.com/product/wrc-7/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-3351a36a516d52817a89","Zero Hour","1","1","visible","Zero Hour is a tactical FPS with online team-based action gameplay set across various locations in Bangladesh.","Zero Hour is a tactical FPS with online team-based action gameplay set across various locations in Bangladesh.","none","1","","9.99","0.81","Accessories","cj,accessories,attrito","https://www.yuplay.com/media/products/zero-hour/616/da02218a76e6eb74580b3255775c6e369fb91ea2.jpg","https://www.yuplay.com/product/zero-hour/?partner=cj","Ver Oferta","CJ","Attrito"
"external","cj-4048fde3f98d09c3325f","Holy Potatoes! A Spy Story?!","1","1","visible","Holy Potatoes! A Spy Story?! is a wacky spy-agency sim game where you manage your very own spud spy headquarters! Recruit new spies, train and enhance your p...","Holy Potatoes! A Spy Story?! is a wacky spy-agency sim game where you manage your very own spud spy headquarters! Recruit new spies, train and enhance your p...","none","1","","9.99","0.81","Accessories","cj,accessories,daedalicentertainment","https://www.yuplay.com/media/products/holy-potatoes-a-spy-story/616/943b64ae0f88c8ce3367055638517de4c0a19046.jpg","https://www.yuplay.com/product/holy-potatoes-a-spy-story/?partner=cj","Ver Oferta","CJ","Daedalic Entertainment"
"external","cj-36213f6c33ca3fcb41b9","Necromunda: Underhive Wars","1","1","visible","Deep below the nightmarish, polluted hive cities of Necromunda, in the twisted, vertiginous, dark tunnels of the Underhive, rival gangs fight to the bitter e...","Deep below the nightmarish, polluted hive cities of Necromunda, in the twisted, vertiginous, dark tunnels of the Underhive, rival gangs fight to the bitter e...","none","1","","19.99","1.63","Accessories","cj,accessories,focusentertainment","https://www.yuplay.com/media/products/necromunda-underhive-wars/616/fd301c91651ecad6059299aa8d727fb271751fd8.jpg","https://www.yuplay.com/product/necromunda-underhive-wars/?partner=cj","Ver Oferta","CJ","Focus Entertainment"
