Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,External URL,Button text,Meta: _affiliate_network,Meta: _merchant_brand
"external","cj-396171f91d96be517603","Adam Wolfe - All Episodes","1","1","visible","Step into the shoes of Adam Wolfe, investigator of the supernatural. Driven by your sister's mysterious disappearance, take to the brooding streets of San Fr...","Step into the shoes of Adam Wolfe, investigator of the supernatural. Driven by your sister's mysterious disappearance, take to the brooding streets of San Fr...","none","1","","19.99","0.49","Fashion","cj,fashion,plugindigital","https://www.yuplay.com/media/products/adam-wolfe-all-episodes/616/4a550f8e47a18b1c1b055252d96affbf7fd50fc4.jpg","https://www.yuplay.com/product/adam-wolfe-all-episodes/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-131ba6c89971c1d8f51b","Slash It 2","1","1","visible","Slash It 2 is a 2D colorful arcade game. The goal is to press letters, numbers and type words in the right time and direction.","Slash It 2 is a 2D colorful arcade game. The goal is to press letters, numbers and type words in the right time and direction.","none","1","","39.99","1.14","Accessories","cj,accessories,saindustry","https://www.yuplay.com/media/products/slash-it-2/616/d7c0b4e8e47d4aeeacae693b6cdd28fc3da977fb.jpg","https://www.yuplay.com/product/slash-it-2/?partner=cj","Ver Oferta","CJ","SA Industry"
"external","cj-106b954aca053cb59e4c","The Sundew","1","1","visible","You are Anna Isobe, a cyborg cop abandoned by progress and thrust into the midst of a global conspiracy. Experience classic point and click gameplay as you t...","You are Anna Isobe, a cyborg cop abandoned by progress and thrust into the midst of a global conspiracy. Experience classic point and click gameplay as you t...","none","1","","12.49","0.36","Accessories","cj,accessories,2054","https://www.yuplay.com/media/products/the-sundew/616/fa140149315239fdf5ef20cd93d7f5b8697a28b1.jpg","https://www.yuplay.com/product/the-sundew/?partner=cj","Ver Oferta","CJ","2054"
"external","cj-00f17c3d08ee0b9a8d3d","Bus Driver Simulator","1","1","visible","Complete journeys around the city and its suburbs, strictly following the schedule. Earn money by successfully delivering passengers and following the traffi...","Complete journeys around the city and its suburbs, strictly following the schedule. Earn money by successfully delivering passengers and following the traffi...","none","1","","24.99","0.74","Accessories","cj,accessories,kishmishgames","https://www.yuplay.com/media/products/bus-driver-simulator/616/d518952be571c3e8a76878920619c0558be8954e.jpg","https://www.yuplay.com/product/bus-driver-simulator/?partner=cj","Ver Oferta","CJ","KishMish Games"
"external","cj-264f1bd52ff7f9c4b4f5","Puppet Kings","1","1","visible","In a land where The Ancient Law states that kings of the four races should take turns to rule, the current king is determined to rule forever. But to do it h...","In a land where The Ancient Law states that kings of the four races should take turns to rule, the current king is determined to rule forever. But to do it h...","none","1","","9.99","0.30","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/puppet-kings/616/7335265656ef5aff265c9efaa541ccdd38c0710c.jpg","https://www.yuplay.com/product/puppet-kings/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-2c9df3a6221cbf60c6c9","The Inner World","1","1","visible","Robert is a novice, a bit clueless, but with a heart of gold. He lives a peaceful life as a court musician in Asposia's largest wind monastery. Contrary to t...","Robert is a novice, a bit clueless, but with a heart of gold. He lives a peaceful life as a court musician in Asposia's largest wind monastery. Contrary to t...","none","1","","13.99","0.46","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/the-inner-world/616/25e85741eeddd05dd8f4387225952762bf7a46e1.jpg","https://www.yuplay.com/product/the-inner-world/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-2a2a0d6fa078cd7d58f5","This Means Warp","1","1","visible","It's co-op space survival fun, Jim, but not as we know it. This Means Warp is an intense spaceship management roguelite experience for 1-4 players. Explore a...","It's co-op space survival fun, Jim, but not as we know it. This Means Warp is an intense spaceship management roguelite experience for 1-4 players. Explore a...","none","1","","19.99","0.66","Accessories","cj,accessories,jagex","https://www.yuplay.com/media/products/this-means-warp/616/ee39905b268f9d1a637dd00b2447d622b09d79b1.jpg","https://www.yuplay.com/product/this-means-warp/?partner=cj","Ver Oferta","CJ","Jagex"
"external","cj-373d5d9ca699076c4ac1","Zoeti","1","1","visible","Zoeti is a turn-based roguelite that features a deck of playing cards used to create card combos and activate skills in the heat of battle.","Zoeti is a turn-based roguelite that features a deck of playing cards used to create card combos and activate skills in the heat of battle.","none","1","","19.99","0.66","Accessories","cj,accessories,akuparagames","https://www.yuplay.com/media/products/zoeti/616/bbb9bb3d207b4d5c005ff8d98ad419ecd8c92fa6.jpg","https://www.yuplay.com/product/zoeti/?partner=cj","Ver Oferta","CJ","Akupara Games"
"external","cj-25bc0f18ab92b6e6e319","You Suck at Parking - Complete Edition","1","1","visible","You Suck at Parking is the only racing game where your goal is to stop and parking your ride is more important than your driving skills.","You Suck at Parking is the only racing game where your goal is to stop and parking your ride is more important than your driving skills.","none","1","","19.50","0.67","Books","cj,books,curvegames","https://www.yuplay.com/media/products/you-suck-at-parking-complete-edition/616/aa795193a271a8e5884564bb3392c13961c371c2.jpg","https://www.yuplay.com/product/you-suck-at-parking-complete-edition/?partner=cj","Ver Oferta","CJ","Curve Games"
"external","cj-1869df667777cd268cdf","Bridge Constructor Medieval","1","1","visible","Dive into the Middle Ages and play the successor to the worldwide #1 hit, Bridge ConstructorBridge Constructor Medieval turns back the clock a few centuries ...","Dive into the Middle Ages and play the successor to the worldwide #1 hit, Bridge ConstructorBridge Constructor Medieval turns back the clock a few centuries ...","none","1","","9.99","0.36","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/bridge-constructor-medieval/616/bc909eb6a9ac1b8887f37daa67ed08ea1102d571.jpg","https://www.yuplay.com/product/bridge-constructor-medieval/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-2f5c27138a8abfa59751","Men of War: Assault Squad","1","1","visible","Like previous games in the series, Men of War: Assault Squad  includes the unique &#8220;direct control&#8221; feature which enables players to  maneuver uni...","Like previous games in the series, Men of War: Assault Squad  includes the unique &#8220;direct control&#8221; feature which enables players to  maneuver uni...","none","1","","9.99","0.36","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/men-of-war-assault-squad/616/c14b1bbca5eb91baeb6208a13c2d9b261fcf14e0.jpg","https://www.yuplay.com/product/men-of-war-assault-squad/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-0792e0d308ffa4b41c7f","My Little Riding Champion","1","1","visible","Your horse. Your passion.","Your horse. Your passion.","none","1","","29.99","1.09","Accessories","cj,accessories,toplitzproductions","https://www.yuplay.com/media/products/my-little-riding-champion/616/03ed7266b94ef327e13250e624580f8351b4ae07.jpg","https://www.yuplay.com/product/my-little-riding-champion/?partner=cj","Ver Oferta","CJ","Toplitz Productions"
"external","cj-187e110581a81225d82e","Helheim Hassle","1","1","visible","Helheim Hassle is a narrative adventure game that is as much about friendship as it is about body parts.","Helheim Hassle is a narrative adventure game that is as much about friendship as it is about body parts.","none","1","","19.99","0.73","Accessories","cj,accessories,theyogscast","https://www.yuplay.com/media/products/helheim-hassle/616/6cb0ab51c25fce664fdf641629d5d0c29cf8d81a.jpg","https://www.yuplay.com/product/helheim-hassle/?partner=cj","Ver Oferta","CJ","The Yogscast"
"external","cj-00777ab33273b40d48cb","5 Star Miami Resort","1","1","visible","In the Champions League of hotel management Lucy has to tackle her next mega project: creating a ground-breaking hotel resort in Miami. And you are her helpf...","In the Champions League of hotel management Lucy has to tackle her next mega project: creating a ground-breaking hotel resort in Miami. And you are her helpf...","none","1","","8.99","0.33","Accessories","cj,accessories,familyplay","https://www.yuplay.com/media/products/5-star-miami-resort/616/e3f638c97aa03880bccf3aaeab135ca0e94b0e3b.jpg","https://www.yuplay.com/product/5-star-miami-resort/?partner=cj","Ver Oferta","CJ","familyplay"
"external","cj-3fa5c30cbc8ff6a83aac","Zombie Solitaire 2 Chapter 1","1","1","visible","Your escape from the zombies continues - now with even more of a bite! Play your cards right and escape the blood-thirsty zombies and their hunger for human ...","Your escape from the zombies continues - now with even more of a bite! Play your cards right and escape the blood-thirsty zombies and their hunger for human ...","none","1","","8.99","0.33","Accessories","cj,accessories,rokaplay","https://www.yuplay.com/media/products/zombie-solitaire-2-chapter-1/616/a36707b951e82c558d5cc8cc6a19525ba216f558.jpg","https://www.yuplay.com/product/zombie-solitaire-2-chapter-1/?partner=cj","Ver Oferta","CJ","rokaplay"
"external","cj-25534fdfddf275b897d0","My Vet Practice - Marine Patrol","1","1","visible","Your very own vet practice at the ocean! In the north of Canada the most popular creatures of the coast and sea need your help. Along with other young vets y...","Your very own vet practice at the ocean! In the north of Canada the most popular creatures of the coast and sea need your help. Along with other young vets y...","none","1","","14.99","0.56","Accessories","cj,accessories,familyplay","https://www.yuplay.com/media/products/my-vet-practice-marine-patrol/616/4ab58c2f53838cb00934d688c8dffe8e08df3dcc.jpg","https://www.yuplay.com/product/my-vet-practice-marine-patrol/?partner=cj","Ver Oferta","CJ","familyplay"
"external","cj-1a0580a987574ddec9f3","Minute of Islands","1","1","visible","You are Mo, a skilled tinkerer, living with her family on a pastoral archipelago, once inhabited by an ancient race of inscrutable giants. Their otherworldly...","You are Mo, a skilled tinkerer, living with her family on a pastoral archipelago, once inhabited by an ancient race of inscrutable giants. Their otherworldly...","none","1","","19.99","0.78","Home","cj,home,assembleentertainment","https://www.yuplay.com/media/products/minute-of-islands/616/f62cd1b3b83e71ba2fe2022379471f6918593e2e.jpg","https://www.yuplay.com/product/minute-of-islands/?partner=cj","Ver Oferta","CJ","Assemble Entertainment"
"external","cj-39050b45c18f003d1e58","City Patrol Police","1","1","visible","Attention! The City Patrol Special Unit is recruiting new members &#8212; and they want YOU! Enforce order in the city's streets and highways, be the arm of ...","Attention! The City Patrol Special Unit is recruiting new members &#8212; and they want YOU! Enforce order in the city's streets and highways, be the arm of ...","none","1","","24.99","0.98","Accessories","cj,accessories,topwareinteractive","https://www.yuplay.com/media/products/city-patrol-police/616/5c32137505d7c8e0435df3e59d2cfc27d7f00429.jpg","https://www.yuplay.com/product/city-patrol-police/?partner=cj","Ver Oferta","CJ","TopWare Interactive"
"external","cj-07321bacd1d085af71a0","Beat Cop","1","1","visible","New York, more like a beast than a city. Explore it's darkest corners and uncover its secrets as Jack Kelly, a former detective who has been framed for a mur...","New York, more like a beast than a city. Explore it's darkest corners and uncover its secrets as Jack Kelly, a former detective who has been framed for a mur...","none","1","","14.99","0.60","Accessories","cj,accessories,11bitstudios","https://www.yuplay.com/media/products/beat-cop/616/fbf344a32b0733cca497f121fd7b33fd12721a3c.jpg","https://www.yuplay.com/product/beat-cop/?partner=cj","Ver Oferta","CJ","11 bit studios"
"external","cj-1e6ec79737af59847717","Starsand","1","1","visible","Your day started as planned. Motivated and full of ambition you started the run of your life, in the middle of the desert, surrounded by like-minded people. ...","Your day started as planned. Motivated and full of ambition you started the run of your life, in the middle of the desert, surrounded by like-minded people. ...","none","1","","16.79","0.68","Accessories","cj,accessories,toplitzproductions","https://www.yuplay.com/media/products/starsand/616/9e2ca630a1554910c864ebf3b2ac6ab4ba7bff3c.jpg","https://www.yuplay.com/product/starsand/?partner=cj","Ver Oferta","CJ","Toplitz Productions"
"external","cj-3417dca8092e7a9beebc","Ludo XXL","1","1","visible","The popular dice game for the whole family!This classic game par excellence has brought young and old together for generations. The much-loved original, with...","The popular dice game for the whole family!This classic game par excellence has brought young and old together for generations. The much-loved original, with...","none","1","","14.99","0.61","Accessories","cj,accessories,familyplay","https://www.yuplay.com/media/products/ludo-xxl/616/aed7961c1d9b3e483831c338af003ceb693faf9f.jpg","https://www.yuplay.com/product/ludo-xxl/?partner=cj","Ver Oferta","CJ","familyplay"
"external","cj-19d521708f1e5c75dfde","STORY OF SEASONS: Pioneers of Olive Town","1","1","visible","Welcome to Olive Town, a peaceful community established by your trailblazing grandfather and his friends. Now that you've taken over his farm, it's your job ...","Welcome to Olive Town, a peaceful community established by your trailblazing grandfather and his friends. Now that you've taken over his farm, it's your job ...","none","1","","39.99","1.63","Accessories","cj,accessories,xseedgames","https://www.yuplay.com/media/products/story-of-seasons-pioneers-of-olive-town/616/cd4c22556432cb6d7acf98dcfed8f6beb19c14f7.jpg","https://www.yuplay.com/product/story-of-seasons-pioneers-of-olive-town/?partner=cj","Ver Oferta","CJ","XSEED Games"
"external","cj-294ad3212fe5d90d3f50","Mass Effect 2 Digital Deluxe Edition","1","1","visible","Mass Effect 2 Digital Deluxe:Collector Armor and Assault RifleTwo bonus in-game items: advanced regeneration armor and a powerful shield-shredding assault ri...","Mass Effect 2 Digital Deluxe:Collector Armor and Assault RifleTwo bonus in-game items: advanced regeneration armor and a powerful shield-shredding assault ri...","none","1","","29.99","1.23","Electronics","cj,electronics,electronicarts","https://www.yuplay.com/media/products/mass-effect-2-digital-deluxe-edition/616/9180ae3e13fe77c9ac021289f9dcc363616e3052.jpg","https://www.yuplay.com/product/mass-effect-2-digital-deluxe-edition/?partner=cj","Ver Oferta","CJ","Electronic Arts"
"external","cj-211e40e32c364414646d","Aurion: Legacy of the Kori-Odan","1","1","visible","Aurion: Legacy of the Kori-Odan is a 2D African Fantasy Action-RPG which seeks to innovate in this genre. The dynamic gameplay partly inspired by the old sch...","Aurion: Legacy of the Kori-Odan is a 2D African Fantasy Action-RPG which seeks to innovate in this genre. The dynamic gameplay partly inspired by the old sch...","none","1","","9.99","0.41","Accessories","cj,accessories,dearvillagers","https://www.yuplay.com/media/products/aurion-legacy-of-the-kori-odan/616/7b5b48b3bd93b80f0945e585165eee4eb5405f90.jpg","https://www.yuplay.com/product/aurion-legacy-of-the-kori-odan/?partner=cj","Ver Oferta","CJ","Dear Villagers"
"external","cj-2d6bb3512dd5c86b15ca","Theme Park Studio","1","1","visible","Theme Park Studio is a powerful suite of tools that allows players to design, build, and experience stunning amusement parks of their own design.","Theme Park Studio is a powerful suite of tools that allows players to design, build, and experience stunning amusement parks of their own design.","none","1","","27.99","1.16","Fashion","cj,fashion,panteraentertainment","https://www.yuplay.com/media/products/theme-park-studio/616/d8fb436c339f866eb7148f8f48dc56825ee7d3d6.jpg","https://www.yuplay.com/product/theme-park-studio/?partner=cj","Ver Oferta","CJ","Pantera Entertainment"
"external","cj-1e6552b2a7ba5d8d9df1","Lords of the Black Sun","1","1","visible","Star Lords is an epic, complex, dense, turn-based 4X PC strategy game, set in deep space.Take command of one race to join the struggle for supremacy in the g...","Star Lords is an epic, complex, dense, turn-based 4X PC strategy game, set in deep space.Take command of one race to join the struggle for supremacy in the g...","none","1","","27.99","1.19","Home","cj,home,iceberginteractive","https://www.yuplay.com/media/products/lords-of-the-black-sun/616/77ad2d0161062ed8244c6d2e1e5570109f2db576.jpg","https://www.yuplay.com/product/lords-of-the-black-sun/?partner=cj","Ver Oferta","CJ","Iceberg Interactive"
"external","cj-32c9da1772f568fecba2","Tropico 3: Gold Edition","1","1","visible","Engage in a tropical power trip! Become the dictator of a remote island during the Cold War. Charm, persuade, intimidate, oppress, or cheat your people to st...","Engage in a tropical power trip! Become the dictator of a remote island during the Cold War. Charm, persuade, intimidate, oppress, or cheat your people to st...","none","1","","14.99","0.64","Books","cj,books,kalypsomedia","https://www.yuplay.com/media/products/tropico-3-gold/616/c643ad6325d72b6f2903b619e28c80c918a3019e.jpg","https://www.yuplay.com/product/tropico-3-gold/?partner=cj","Ver Oferta","CJ","Kalypso Media"
"external","cj-183f9bc9cf6fd293aa5c","Space Moth: Lunar Edition","1","1","visible","1CC Games first shoot em up returns with totally overhauled visuals, all-new enemies and attacks, a deeper scoring system, remixed soundtrack and fresh..","1CC Games first shoot em up returns with totally overhauled visuals, all-new enemies and attacks, a deeper scoring system, remixed soundtrack and fresh..","none","1","","6.99","0.30","Books","cj,books,chorusworldwidegames","https://www.yuplay.com/media/products/space-moth-lunar-edition/616/1ca339b4422ab6f7a200136f4d53e9ee62d8356b.jpg","https://www.yuplay.com/product/space-moth-lunar-edition/?partner=cj","Ver Oferta","CJ","Chorus Worldwide Games"
"external","cj-22003a4187b54a0b54e8","Honey, I Joined a Cult","1","1","visible","In Honey, I Joined a Cult you must build and expand your base, manage your cultists and resources, and increase your faith, funds and following.Base Building...","In Honey, I Joined a Cult you must build and expand your base, manage your cultists and resources, and increase your faith, funds and following.Base Building...","none","1","","19.99","0.87","Home","cj,home,team17","https://www.yuplay.com/media/products/honey-i-joined-a-cult/616/9ecec561b422db072e20cc8bb2f7fdaf2ea7e065.jpg","https://www.yuplay.com/product/honey-i-joined-a-cult/?partner=cj","Ver Oferta","CJ","Team17"
"external","cj-35fc96327f88ed8e018f","King's Bounty II","1","1","visible","King's Bounty II is the long-awaited sequel to the legendary King's Bounty video games franchise, one of the most iconic representatives of the turn-based RP...","King's Bounty II is the long-awaited sequel to the legendary King's Bounty video games franchise, one of the most iconic representatives of the turn-based RP...","none","1","","39.99","1.76","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/kings-bounty-ii/616/d66e87c57068ca312f8265e8e468262c3a4cd1ab.jpg","https://www.yuplay.com/product/kings-bounty-ii/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-188e38e3d8efd9adc87f","Arelite Core","1","1","visible","The age of heroes is passed, yet an ancient evil rises again. Follow the adventures of Karden, a blacksmith on the path to mastering his craft, forced to tak...","The age of heroes is passed, yet an ancient evil rises again. Follow the adventures of Karden, a blacksmith on the path to mastering his craft, forced to tak...","none","1","","19.99","0.88","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/arelite-core/616/de54caa23c6e254f7af1b31b0e6c9be512e6d401.jpg","https://www.yuplay.com/product/arelite-core/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-08d87a3e452089380cbb","King's Bounty II Duke's Edition","1","1","visible","King's Bounty II is the long-awaited sequel to the legendary King's Bounty video games franchise, one of the most iconic representatives of the turn-based RP...","King's Bounty II is the long-awaited sequel to the legendary King's Bounty video games franchise, one of the most iconic representatives of the turn-based RP...","none","1","","49.99","2.21","Books","cj,books,fulqrumpublishing","https://www.yuplay.com/media/products/kings-bounty-2-dukes-edition/616/da5a35070ce9dc766d9a146c82fb144a1d133f0a.jpeg","https://www.yuplay.com/product/kings-bounty-2-dukes-edition/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-2284005a5f5c443b5487","The Divine Invasion","1","1","visible","Strange events occur in the cyberpunk age: a mysterious criminal steals museum pieces, historical documents in order to make certain corrections and then put...","Strange events occur in the cyberpunk age: a mysterious criminal steals museum pieces, historical documents in order to make certain corrections and then put...","none","1","","20.99","0.93","Accessories","cj,accessories,whalerockgames","https://www.yuplay.com/media/products/the-divine-invasion/616/d0e5bde4e01e1c6bbc1e96be64a145492ba87866.jpg","https://www.yuplay.com/product/the-divine-invasion/?partner=cj","Ver Oferta","CJ","Whale Rock Games"
"external","cj-007e89b802b3eb577137","The Smurfs - Mission Vileaf","1","1","visible","Go on an adventure to save your forest!In a dusty grimoire, the wizard Gargamel just put his hands on the formula of an evil plant: the VILEAF.This plant pro...","Go on an adventure to save your forest!In a dusty grimoire, the wizard Gargamel just put his hands on the formula of an evil plant: the VILEAF.This plant pro...","none","1","","29.99","1.33","Accessories","cj,accessories,microids","https://www.yuplay.com/media/products/the-smurfs-mission-vileaf/616/54cd8ff974ce27be4efef6c36e46084a95fa4150.jpg","https://www.yuplay.com/product/the-smurfs-mission-vileaf/?partner=cj","Ver Oferta","CJ","Microids"
"external","cj-30393d6657c33b5d8852","Who Wants To Be A Millionaire","1","1","visible","With 15 questions to answer, it will become harder and harder to increase the prize fund: over 3,000 themed questions waiting to be answered (geographic, sci...","With 15 questions to answer, it will become harder and harder to increase the prize fund: over 3,000 themed questions waiting to be answered (geographic, sci...","none","1","","29.99","1.33","Accessories","cj,accessories,microids","https://www.yuplay.com/media/products/who-wants-to-be-a-millionaire/616/dd2f20394494cbac833bec780f017f6d3d818e4d.jpg","https://www.yuplay.com/product/who-wants-to-be-a-millionaire/?partner=cj","Ver Oferta","CJ","Microids"
"external","cj-38cdcf6ead4936774abe","Dolmen Day One Edition","1","1","visible","Dolmen casts players onto a hostile alien world known as Revion Prime.","Dolmen casts players onto a hostile alien world known as Revion Prime.","none","1","","39.99","1.84","Sports","cj,sports,primematter","https://www.yuplay.com/media/products/dolmen-day-one-edition/616/3d4e4f3444a7a7278dad410a1931397d9196ad09.jpg","https://www.yuplay.com/product/dolmen-day-one-edition/?partner=cj","Ver Oferta","CJ","Prime Matter"
"external","cj-0322c5dd0f5a63c7a685","Clocker","1","1","visible","Clocker is a puzzle game about time. It stages a story between a father and daughter using a dual protagonists technique. By controlling two individual chara...","Clocker is a puzzle game about time. It stages a story between a father and daughter using a dual protagonists technique. By controlling two individual chara...","none","1","","9.99","0.46","Electronics","cj,electronics,plugindigital","https://www.yuplay.com/media/products/clocker/616/bd287fc5527bf181a0972663322e96ddde2846aa.jpg","https://www.yuplay.com/product/clocker/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-35c101f91570e0a4fd12","King's Bounty Warriors of the North: Valhalla Upgrade","1","1","visible","King's Bounty: Warriors of the North - Valhalla Edition includes Valhalla Armor Set: These unique in-game items are an armor set the hero can collect in the ...","King's Bounty: Warriors of the North - Valhalla Edition includes Valhalla Armor Set: These unique in-game items are an armor set the hero can collect in the ...","none","1","","9.99","0.46","Books","cj,books,fulqrumpublishing","https://www.yuplay.com/media/products/kings-bounty-warriors-of-the-north-valhalla-upgrade/616/858bdd3d1a3ea8b297954785e179ba6609f5b843.jpg","https://www.yuplay.com/product/kings-bounty-warriors-of-the-north-valhalla-upgrade/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-369b078cbd377ba82b31","Claws of Furry","1","1","visible","With fifty levels of catastrophic mayhem, players will punch and scratch their way through enemies to rescue their Master from the evil claws of an unknown b...","With fifty levels of catastrophic mayhem, players will punch and scratch their way through enemies to rescue their Master from the evil claws of an unknown b...","none","1","","9.99","0.46","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/claws-of-furry/616/d0dd8f7a7df95ccf0686e67a9dc3d54c96d7a6cb.jpg","https://www.yuplay.com/product/claws-of-furry/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-0f2682b2ad59b9c9a440","Ghost of a Tale","1","1","visible","You are Tilo, a courageous minstrel Mouse on a perilous quest to find his true love. Use stealth and cunning as you explore Dwindling Heights Keep&#8212;from...","You are Tilo, a courageous minstrel Mouse on a perilous quest to find his true love. Use stealth and cunning as you explore Dwindling Heights Keep&#8212;from...","none","1","","22.99","1.06","Electronics","cj,electronics,plugindigital","https://www.yuplay.com/media/products/ghost-of-a-tale/616/e734522376a408646d70fdf38baa9fc470aa576b.jpg","https://www.yuplay.com/product/ghost-of-a-tale/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-36515202d1f27d15655a","Slash It Ultimate","1","1","visible","Slash It Ultimate is a colorful rhythm arcade game that uses a mix of 2D and 3D play styles.","Slash It Ultimate is a colorful rhythm arcade game that uses a mix of 2D and 3D play styles.","none","1","","29.99","1.40","Sports","cj,sports,saindustry","https://www.yuplay.com/media/products/slash-it-ultimate/616/03e91e6f32fe6a735466ab41720a9ac43a2da1b2.jpg","https://www.yuplay.com/product/slash-it-ultimate/?partner=cj","Ver Oferta","CJ","SA Industry"
"external","cj-2c3e3786e1b5d7627d6e","An interesting journey of Monsieur PAF","1","1","visible","Trapped in an ancient temple during an archeological expedition, Monsieur PAF needs to find a way to get out by solving puzzles left by a forgotten civilizat...","Trapped in an ancient temple during an archeological expedition, Monsieur PAF needs to find a way to get out by solving puzzles left by a forgotten civilizat...","none","1","","14.99","0.70","Books","cj,books,plugindigital","https://www.yuplay.com/media/products/an-interesting-journey-of-monsieur-paf/616/209c8187bd9b88d72620bd6816b7e6fd6008de36.jpg","https://www.yuplay.com/product/an-interesting-journey-of-monsieur-paf/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-252746aaad622dbb2745","Joe Danger + Joe Danger 2: The Movie Bundle","1","1","visible","Items Included in this Package    Joe Danger    Joe Danger 2: The Movie    The Making of Joe Danger eBook - which details the rollercoaster ride four friends...","Items Included in this Package    Joe Danger    Joe Danger 2: The Movie    The Making of Joe Danger eBook - which details the rollercoaster ride four friends...","none","1","","22.99","1.08","Books","cj,books,hellogames","https://www.yuplay.com/media/products/joe-danger-joe-danger-2-the-movie-bundle/616/e213317dde9b371f4b7b277a8d47b2ccdf67f184.jpg","https://www.yuplay.com/product/joe-danger-joe-danger-2-the-movie-bundle/?partner=cj","Ver Oferta","CJ","Hello Games"
"external","cj-25e5f6d895cce29f80c8","Porcunipine","1","1","visible","Porcunipine is a couch multiplayer about balding porcupines fighting courageously for survival using their very last pointy quills.","Porcunipine is a couch multiplayer about balding porcupines fighting courageously for survival using their very last pointy quills.","none","1","","9.99","0.47","Accessories","cj,accessories,curvegames","https://www.yuplay.com/media/products/porcunipine/616/95c285c6853f3d54f596af11013181b527c43956.jpg","https://www.yuplay.com/product/porcunipine/?partner=cj","Ver Oferta","CJ","Curve Games"
"external","cj-1dcc61dc49ea5fcacfc6","Settlement Survival","1","1","visible","In this city-building game, you will lead a group of survivors in their search for a new home.","In this city-building game, you will lead a group of survivors in their search for a new home.","none","1","","19.50","0.93","Home","cj,home,team17","https://www.yuplay.com/media/products/settlement-survival/616/d75f309f9e05cec1cc284f538e41bb5cc33e662c.jpg","https://www.yuplay.com/product/settlement-survival/?partner=cj","Ver Oferta","CJ","Team17"
"external","cj-28af627cf5a937bcba0b","AER Memories of Old","1","1","visible","The gods of old are forgotten, lost in the events that shattered the world, leaving only fragments of islands in the sky. This mystic world of endless skies,...","The gods of old are forgotten, lost in the events that shattered the world, leaving only fragments of islands in the sky. This mystic world of endless skies,...","none","1","","14.99","0.72","Accessories","cj,accessories,daedalicentertainment","https://www.yuplay.com/media/products/aer-memories-of-old/616/c93d18355b57016270212faa744f5959ef310da4.jpg","https://www.yuplay.com/product/aer-memories-of-old/?partner=cj","Ver Oferta","CJ","Daedalic Entertainment"
"external","cj-070f73d2f13c517d31a8","Interrogation: You will be deceived","1","1","visible","GameplayIn the pursuit of terrorist organization The Liberation Front, you have to coordinate your team to gather information, manage your limited budget and...","GameplayIn the pursuit of terrorist organization The Liberation Front, you have to coordinate your team to gather information, manage your limited budget and...","none","1","","12.99","0.63","Fashion","cj,fashion,assembleentertainment","https://www.yuplay.com/media/products/interrogation-you-will-be-deceived/616/3fb1eaedfe2b9845c3de0d98cdc667aaddb71ea0.jpg","https://www.yuplay.com/product/interrogation-you-will-be-deceived/?partner=cj","Ver Oferta","CJ","Assemble Entertainment"
"external","cj-3e9721662c9da18ce9a6","Slime-san","1","1","visible","Slime-san was minding his own business, sliming around in a peaceful forest when suddenly&#8230;A giant worm appeared and gobbled him up! &#8232;Now deep wit...","Slime-san was minding his own business, sliming around in a peaceful forest when suddenly&#8230;A giant worm appeared and gobbled him up! &#8232;Now deep wit...","none","1","","14.99","0.73","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/slime-san/616/4617f7e09f46906216c1bacb2f527e2808a63d57.jpg","https://www.yuplay.com/product/slime-san/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-1d010336314181ef867f","Midnight's Blessing 2","1","1","visible","A mysterious force targets Sidni, and she must flee to keep her home and friends safe! Sidni finds herself in a strange land that holds the keys to her past....","A mysterious force targets Sidni, and she must flee to keep her home and friends safe! Sidni finds herself in a strange land that holds the keys to her past....","none","1","","7.99","0.39","Home","cj,home,warfarestudios","https://www.yuplay.com/media/products/midnights-blessing-2/616/20f9b53051366cacdd8fe9a09efa8395fec408be.jpg","https://www.yuplay.com/product/midnights-blessing-2/?partner=cj","Ver Oferta","CJ","Warfare Studios"
